DateTime,Ticker,Open,High,Low,Close,Volume
2009-12-31,MSFT,24.01782037285884,24.02557323614226,23.630186080932617,30.479999542236328,31929700
2010-01-04,MSFT,23.73872547440031,24.110854052084285,23.715466883779744,30.950000762939453,38409100
2010-01-05,MSFT,23.91704078057283,24.110857964404527,23.75423357722617,30.959999084472656,49749600
2010-01-06,MSFT,23.94029142599347,24.095345722635898,23.661195762227397,30.770000457763672,58182400
2010-01-07,MSFT,23.746469212321678,23.800739239626804,23.405352198646014,30.450000762939453,50559700
2010-01-08,MSFT,23.47514145155748,23.940301581389424,23.44412998759109,30.65999984741211,51197400
2010-01-11,MSFT,23.808505378171947,23.847269707415535,23.351098122761343,30.270000457763672,68754700
2010-01-12,MSFT,23.374351684615363,23.568168865215338,23.188287368684318,30.06999969482422,65912100
2010-01-13,MSFT,23.459635095209947,23.66120516950285,23.265817886702308,30.350000381469727,51863500
2010-01-14,MSFT,23.49839495371664,24.110857964404527,23.459632108433407,30.959999084472656,63228100
2010-01-15,MSFT,24.09534798808769,24.219390845581234,23.80849795594167,30.860000610351562,79913200
2010-01-19,MSFT,23.83951266752393,24.21939415535012,23.78524409479272,31.100000381469727,46575700
2010-01-20,MSFT,23.886024097792276,23.98680983942047,23.498389814899866,30.59000015258789,54849500
2010-01-21,MSFT,23.730979233483666,23.816257798809467,23.258064776508128,30.010000228881836,73086700
2010-01-22,MSFT,23.258062434056185,23.413116775099674,22.358750804902634,28.959999084472656,102004600
2010-01-25,MSFT,22.66886499954682,22.994478033193662,22.560327814567284,29.31999969482422,63373000
2010-01-26,MSFT,22.637844276309885,23.141768583141577,22.552564254995698,29.5,66639900
2010-01-27,MSFT,22.75413820405447,23.118513985753975,22.4982995746255,29.670000076293945,63949500
2010-01-28,MSFT,23.13401539461556,23.15727398520394,22.39750962509961,29.15999984741211,117513700
2010-01-29,MSFT,23.180536281086134,23.196042011612693,21.44393438722358,28.18000030517578,193888500
2010-02-01,MSFT,22.009881079187142,22.0796553904994,21.645505270218163,28.40999984741211,85931100
