,Pred_Ent
1123,0.26140767
1124,0.26721224
1125,0.26518467
1126,0.26702315
1127,0.265404
1128,0.26799065
1129,0.2676902
1130,0.26741636
1131,0.26759863
1132,0.26753277
1133,0.2680629
1134,0.26639768
1135,0.27107704
1136,0.27311802
1137,0.27522108
1138,0.27493405
1139,0.27648404
1140,0.2773863
1141,0.28067747
1142,0.27702922
1143,0.2756644
1144,0.27833897
1145,0.27885935
1146,0.28379634
1147,0.2864414
1148,0.28777272
1149,0.28852952
1150,0.28753203
1151,0.28952938
1152,0.2855491
1153,0.28527585
1154,0.28647667
1155,0.29189003
1156,0.28382698
1157,0.2863751
1158,0.28028682
1159,0.2772414
1160,0.2728524
1161,0.2746933
1162,0.33869705
1163,0.33749068
1164,0.32854486
1165,0.3180952
1166,0.32743502
1167,0.31139812
1168,0.30657285
1169,0.30231842
1170,0.2959323
1171,0.2971729
1172,0.3081738
1173,0.3115814
1174,0.31858757
1175,0.31266487
1176,0.31695864
1177,0.33360875
1178,0.3165306
1179,0.31537223
1180,0.30805078
1181,0.3068754
1182,0.30614546
1183,0.31570488
1184,0.31963047
1185,0.31478631
1186,0.3006792
1187,0.29397312
1188,0.29466236
1189,0.29082718
1190,0.2909593
1191,0.28995743
1192,0.28573138
1193,0.29363865
1194,0.28098908
1195,0.27361903
1196,0.2572386
1197,0.2556191
1198,0.2613172
1199,0.26813102
1200,0.2699886
1201,0.2706405
1202,0.27716923
1203,0.2773277
1204,0.28227723
1205,0.28873473
1206,0.28975725
1207,0.28014845
1208,0.27445465
1209,0.27224815
1210,0.2761803
1211,0.28183147
1212,0.28785133
1213,0.2857136
1214,0.28942412
1215,0.29266375
1216,0.29165995
1217,0.2809012
1218,0.28278133
1219,0.28675517
1220,0.2931961
1221,0.29745248
1222,0.2963209
1223,0.2982655
1224,0.29705614
1225,0.29325467
1226,0.29943532
1227,0.31362355
1228,0.31459543
1229,0.31227773
1230,0.31482202
1231,0.3203046
1232,0.31619188
1233,0.3150772
1234,0.31236792
1235,0.30625367
1236,0.30878934
1237,0.3124439
1238,0.31509638
1239,0.31281817
1240,0.31953922
1241,0.3189155
1242,0.32826418
1243,0.32291073
1244,0.3186283
1245,0.32426238
1246,0.32755584
1247,0.32658315
1248,0.32028002
1249,0.32260314
1250,0.32711717
1251,0.32346112
1252,0.32852063
1253,0.33293575
1254,0.33506635
1255,0.33627516
1256,0.3343032
1257,0.33404186
1258,0.3351668
1259,0.33243313
1260,0.33656025
1261,0.33208013
1262,0.3364553
1263,0.3362885
1264,0.33967906
1265,0.33974907
1266,0.3372674
1267,0.33746833
1268,0.3378198
1269,0.33675054
1270,0.33766305
1271,0.33314258
1272,0.33444917
1273,0.33185267
1274,0.33503398
1275,0.3374318
1276,0.3443929
1277,0.3428626
1278,0.3393842
1279,0.33668476
1280,0.33835578
1281,0.33385143
1282,0.33527252
1283,0.33581412
1284,0.33766875
1285,0.33426037
1286,0.33778074
1287,0.3392171
1288,0.34337854
1289,0.34584427
1290,0.34980488
1291,0.3522594
1292,0.35321444
1293,0.34761304
1294,0.345365
1295,0.34795657
1296,0.35034338
1297,0.35316026
1298,0.35063344
1299,0.3480464
1300,0.35026032
1301,0.34638315
1302,0.34366256
1303,0.34420422
1304,0.34028053
1305,0.3405412
1306,0.34136775
1307,0.3417185
1308,0.344034
1309,0.3467721
1310,0.3438805
1311,0.34378606
1312,0.34476984
1313,0.34843323
1314,0.35065246
1315,0.35206965
1316,0.3550983
1317,0.35645616
1318,0.35818285
1319,0.35460588
1320,0.35362765
1321,0.35341287
1322,0.35236305
1323,0.35015604
1324,0.35058337
1325,0.35269207
1326,0.35372448
1327,0.35370913
1328,0.35270527
1329,0.35288653
1330,0.3523861
1331,0.34778678
1332,0.34564638
1333,0.3418571
1334,0.34236458
1335,0.34054226
1336,0.3385848
1337,0.33763024
1338,0.340407
1339,0.33448446
1340,0.33690643
1341,0.32880902
1342,0.33123052
1343,0.33384293
1344,0.33255363
1345,0.33326578
1346,0.33295232
1347,0.33617327
1348,0.33760852
1349,0.3372298
1350,0.33617035
1351,0.33199853
1352,0.33200827
1353,0.32861665
1354,0.31920424
1355,0.31868201
1356,0.3212934
1357,0.31561792
1358,0.31806934
1359,0.31666064
1360,0.31433278
1361,0.3141654
1362,0.31365594
1363,0.31314844
1364,0.31131956
1365,0.3108575
1366,0.3091238
1367,0.31313112
1368,0.31505156
1369,0.31768787
1370,0.31899866
1371,0.31460822
1372,0.3121054
1373,0.31222665
1374,0.31403822
1375,0.3110025
1376,0.31349993
1377,0.31388694
1378,0.3122237
1379,0.3131347
1380,0.3154027
1381,0.31561732
1382,0.3175459
1383,0.3181847
1384,0.31892005
1385,0.3203167
1386,0.32227254
1387,0.31923658
1388,0.3223559
1389,0.32009596
1390,0.31935388
1391,0.3179751
1392,0.31835967
1393,0.31925374
1394,0.32139492
1395,0.32118595
1396,0.32135814
1397,0.32270816
1398,0.32500273
1399,0.3238486
1400,0.32526663
1401,0.32674637
1402,0.32578367
1403,0.32407963
1404,0.32762957
1405,0.32916957
1406,0.3319178
1407,0.33253843
1408,0.3317643
1409,0.32858512
1410,0.33027914
1411,0.32644925
1412,0.32431036
1413,0.3192201
1414,0.31604126
1415,0.31620324
1416,0.31906903
1417,0.3228462
1418,0.3207466
1419,0.32323277
1420,0.32537004
1421,0.3265259
1422,0.32973197
1423,0.32811278
1424,0.32905376
1425,0.32876608
1426,0.32775018
1427,0.3282781
1428,0.32955313
1429,0.32695773
1430,0.32399288
1431,0.32542837
1432,0.32477093
1433,0.3272935
1434,0.3271468
1435,0.32538003
1436,0.32530248
1437,0.32401663
1438,0.32693952
1439,0.32568687
1440,0.32603782
1441,0.32809937
1442,0.32319522
1443,0.32289007
1444,0.32494572
1445,0.32586232
1446,0.32166374
1447,0.32030302
1448,0.3211099
1449,0.32100403
1450,0.32177293
1451,0.32059202
1452,0.321471
1453,0.3235764
1454,0.32339853
1455,0.32297686
1456,0.32381046
1457,0.32308725
1458,0.31989232
1459,0.31855607
1460,0.3202684
1461,0.32074276
1462,0.31872874
1463,0.3185441
1464,0.31731135
1465,0.31908947
1466,0.30926135
1467,0.30561826
1468,0.30642942
1469,0.30410054
1470,0.29664063
1471,0.29752758
1472,0.30033797
1473,0.30210716
1474,0.3009113
1475,0.30136797
1476,0.3029349
1477,0.30090338
1478,0.3004303
1479,0.30187118
1480,0.30702853
1481,0.3062492
1482,0.3071096
1483,0.30905214
1484,0.30964547
1485,0.31201088
1486,0.31217632
1487,0.31401452
1488,0.31429136
1489,0.31288847
1490,0.30849916
1491,0.31079346
1492,0.3104981
1493,0.30937368
1494,0.30632904
1495,0.2995254
1496,0.29990542
1497,0.2966946
1498,0.29032755
1499,0.2907119
1500,0.28804958
1501,0.295946
1502,0.29843318
1503,0.3017319
1504,0.29861328
1505,0.29394227
1506,0.29267624
1507,0.2983231
1508,0.29697514
1509,0.29543227
1510,0.29322416
1511,0.29151306
1512,0.2932482
1513,0.29883802
1514,0.2970204
1515,0.2975935
1516,0.29552633
1517,0.29747102
1518,0.29808152
1519,0.29976964
1520,0.29573554
1521,0.29665846
1522,0.2962243
1523,0.29683638
1524,0.3014998
1525,0.30499056
1526,0.30349788
1527,0.30562398
1528,0.3032938
1529,0.30112192
1530,0.30032155
1531,0.30289364
1532,0.30878568
1533,0.30992198
1534,0.3120701
1535,0.31457466
1536,0.3175221
1537,0.32611614
1538,0.33039343
1539,0.33200678
1540,0.3339262
1541,0.33452427
1542,0.33317107
1543,0.32876
1544,0.33332685
1545,0.3298399
1546,0.32684678
1547,0.32370153
1548,0.32076383
1549,0.3246687
1550,0.32783157
1551,0.30804008
1552,0.32723007
1553,0.3244831
1554,0.32526478
1555,0.33061188
1556,0.3159485
1557,0.31125936
1558,0.32594928
1559,0.31435087
1560,0.31329244
1561,0.30643243
1562,0.30423397
1563,0.30775282
1564,0.31653932
1565,0.3126935
1566,0.31963855
1567,0.33006865
1568,0.3375921
1569,0.34124047
1570,0.33293778
1571,0.33352587
1572,0.34122452
1573,0.35137996
1574,0.3504381
1575,0.34770864
1576,0.34930944
1577,0.34419036
1578,0.34572595
1579,0.3445457
1580,0.35004896
1581,0.35090706
1582,0.34726155
1583,0.35532868
1584,0.35414976
1585,0.3565335
1586,0.35477105
1587,0.3640908
1588,0.36894763
1589,0.3639266
1590,0.37143326
1591,0.3687588
1592,0.36595803
1593,0.36612684
1594,0.36271054
1595,0.36086392
1596,0.36469454
1597,0.3716994
1598,0.3801937
1599,0.38958716
1600,0.3879146
1601,0.39371282
1602,0.3902052
1603,0.3855384
1604,0.39148575
1605,0.39109644
1606,0.39406976
1607,0.40018654
1608,0.40543815
1609,0.40619764
1610,0.40061566
1611,0.4029333
1612,0.40506715
1613,0.40420014
1614,0.40348983
1615,0.40762073
1616,0.40244967
1617,0.39611918
1618,0.39854822
1619,0.39285293
1620,0.3906144
1621,0.38709885
1622,0.39465597
1623,0.39966807
1624,0.40405238
1625,0.40967596
1626,0.41648203
1627,0.40968645
1628,0.40798783
1629,0.41303867
1630,0.41490772
1631,0.41977513
1632,0.42249045
1633,0.41917065
1634,0.41823477
1635,0.41477185
1636,0.41084674
1637,0.41727182
1638,0.41302657
1639,0.41682714
1640,0.41792458
1641,0.41642255
1642,0.4153306
1643,0.4162348
1644,0.41158086
1645,0.41104168
1646,0.41567615
1647,0.42385125
1648,0.42284134
1649,0.4278711
1650,0.42643672
1651,0.4313634
1652,0.43906993
1653,0.44098407
1654,0.44044054
1655,0.44092023
1656,0.44106555
1657,0.4387674
1658,0.43909895
1659,0.43841818
1660,0.44251227
1661,0.44598415
1662,0.44478706
1663,0.4442048
1664,0.444108
