DateTime,Ticker,Open,High,Low,Close,Volume
2009-12-31,^RUT,633.0999755859375,635.2000122070312,625.1300048828125,625.3900146484375,2076990000
2010-01-04,^RUT,628.1099853515625,640.0999755859375,628.1099853515625,640.0999755859375,3991400000
2010-01-05,^RUT,639.6900024414062,641.8900146484375,635.9500122070312,638.489990234375,2491020000
2010-01-06,^RUT,638.2899780273438,641.260009765625,636.4000244140625,637.9500122070312,4972660000
2010-01-07,^RUT,638.1099853515625,642.0700073242188,632.739990234375,641.969970703125,5270680000
2010-01-08,^RUT,640.3400268554688,644.6900024414062,639.5599975585938,644.5599975585938,4389590000
2010-01-11,^RUT,647.3200073242188,648.4000244140625,641.3900146484375,643.989990234375,4255780000
2010-01-12,^RUT,639.9600219726562,641.1400146484375,633.6199951171875,635.5,4716160000
2010-01-13,^RUT,637.1500244140625,644.7899780273438,633.260009765625,643.5599975585938,4170360000
2010-01-14,^RUT,643.5599975585938,647.8699951171875,642.1599731445312,646.4299926757812,3915200000
2010-01-15,^RUT,647.5700073242188,648.1199951171875,633.6900024414062,637.9600219726562,4758730000
2010-01-19,^RUT,637.9400024414062,649.1500244140625,637.9400024414062,649.1500244140625,4724830000
2010-01-20,^RUT,645.780029296875,645.780029296875,633.02001953125,639.6099853515625,4810560000
2010-01-21,^RUT,640.1500244140625,643.77001953125,627.6400146484375,628.3599853515625,6874290000
2010-01-22,^RUT,627.7000122070312,630.5999755859375,615.52001953125,617.1199951171875,6208650000
2010-01-25,^RUT,618.75,621.780029296875,614.1799926757812,618.1099853515625,4481390000
2010-01-26,^RUT,616.4299926757812,619.97998046875,611.9199829101562,612.1599731445312,4731910000
2010-01-27,^RUT,610.2899780273438,618.760009765625,607.9199829101562,618.3800048828125,5319120000
2010-01-28,^RUT,619.6500244140625,620.1799926757812,603.260009765625,607.9299926757812,5452400000
2010-01-29,^RUT,610.0,616.030029296875,600.530029296875,602.0399780273438,5412850000
2010-02-01,^RUT,602.219970703125,609.27001953125,602.219970703125,609.25,4077610000
2010-02-02,^RUT,609.7899780273438,615.5999755859375,607.3499755859375,614.0499877929688,4749540000
2010-02-03,^RUT,612.260009765625,615.739990234375,606.6400146484375,610.6599731445312,4285450000
2010-02-04,^RUT,610.6300048828125,610.6300048828125,589.6799926757812,589.6799926757812,5859690000
2010-02-05,^RUT,590.0999755859375,592.989990234375,580.489990234375,592.97998046875,6438900000
2010-02-08,^RUT,592.719970703125,595.2899780273438,586.3699951171875,586.489990234375,4089820000
2010-02-09,^RUT,591.7000122070312,597.3900146484375,588.2100219726562,595.1699829101562,5114260000
2010-02-10,^RUT,593.2899780273438,596.8300170898438,587.4299926757812,595.8200073242188,4251450000
2010-02-11,^RUT,594.2999877929688,605.5999755859375,590.6099853515625,605.4600219726562,4400870000
2010-02-12,^RUT,600.9199829101562,610.719970703125,598.030029296875,610.719970703125,4160680000
2010-02-16,^RUT,613.7999877929688,620.8400268554688,611.5800170898438,620.8400268554688,4080770000
2010-02-17,^RUT,622.4099731445312,625.1699829101562,620.3300170898438,624.8300170898438,4259230000
2010-02-18,^RUT,623.5999755859375,629.3200073242188,622.8900146484375,629.3200073242188,3878620000
2010-02-19,^RUT,628.6400146484375,632.8400268554688,626.5999755859375,631.6199951171875,3944280000
2010-02-22,^RUT,632.8300170898438,633.5499877929688,630.4600219726562,632.25,3814440000
2010-02-23,^RUT,631.3099975585938,631.52001953125,623.77001953125,625.0700073242188,4521050000
2010-02-24,^RUT,625.8200073242188,632.280029296875,625.75,630.4299926757812,4168360000
2010-02-25,^RUT,624.8099975585938,630.4600219726562,620.6099853515625,630.4600219726562,4521130000
2010-02-26,^RUT,630.760009765625,630.8099975585938,625.1599731445312,628.5599975585938,3945190000
2010-03-01,^RUT,630.6099853515625,642.6500244140625,630.6099853515625,642.6500244140625,3847640000
