DateTime,Ticker,Open,High,Low,Close,Volume
2009-12-31,CL=F,79.27999877929688,80.0,79.16000366210938,79.36000061035156,120372
2010-01-04,CL=F,79.62999725341797,81.68000030517578,79.62999725341797,81.51000213623047,263542
2010-01-05,CL=F,81.62999725341797,82.0,80.94999694824219,81.7699966430664,258887
2010-01-06,CL=F,81.43000030517578,83.5199966430664,80.8499984741211,83.18000030517578,370059
2010-01-07,CL=F,83.19999694824219,83.36000061035156,82.26000213623047,82.66000366210938,246632
2010-01-08,CL=F,82.6500015258789,83.47000122070312,81.80000305175781,82.75,310377
2010-01-11,CL=F,82.87999725341797,83.94999694824219,81.95999908447266,82.5199966430664,296304
2010-01-12,CL=F,82.06999969482422,82.33999633789062,79.91000366210938,80.79000091552734,333866
2010-01-13,CL=F,80.05999755859375,80.66999816894531,78.37000274658203,79.6500015258789,401627
2010-01-14,CL=F,79.62999725341797,80.36000061035156,78.91999816894531,79.38999938964844,275404
2010-01-15,CL=F,79.19999694824219,79.30999755859375,77.69999694824219,78.0,200555
2010-01-19,CL=F,77.8499984741211,79.1500015258789,76.76000213623047,79.0199966430664,186882
2010-01-20,CL=F,78.87999725341797,79.02999877929688,76.95999908447266,77.62000274658203,303758
2010-01-21,CL=F,77.55999755859375,78.36000061035156,75.66000366210938,76.08000183105469,327417
2010-01-22,CL=F,75.83999633789062,76.5,74.01000213623047,74.54000091552734,348819
2010-01-25,CL=F,74.23999786376953,75.41999816894531,74.05999755859375,75.26000213623047,280559
2010-01-26,CL=F,75.27999877929688,75.38999938964844,73.81999969482422,74.70999908447266,256207
2010-01-27,CL=F,74.69000244140625,75.08999633789062,72.6500015258789,73.66999816894531,356179
2010-01-28,CL=F,73.75,74.48999786376953,72.93000030517578,73.63999938964844,292911
2010-01-29,CL=F,73.88999938964844,74.81999969482422,72.43000030517578,72.88999938964844,335270
2010-02-01,CL=F,72.83999633789062,74.98999786376953,72.48999786376953,74.43000030517578,277411
2010-02-02,CL=F,74.94000244140625,77.41000366210938,74.4000015258789,77.2300033569336,366269
2010-02-03,CL=F,76.98999786376953,78.04000091552734,76.5199966430664,76.9800033569336,391294
2010-02-04,CL=F,77.08999633789062,77.16999816894531,72.41999816894531,73.13999938964844,523892
2010-02-05,CL=F,73.04000091552734,73.94000244140625,69.5,71.19000244140625,596142
2010-02-08,CL=F,72.18000030517578,72.38999938964844,70.7699966430664,71.88999938964844,345638
2010-02-09,CL=F,71.68000030517578,74.1500015258789,71.31999969482422,73.75,429845
2010-02-10,CL=F,73.79000091552734,74.97000122070312,72.5999984741211,74.5199966430664,422057
2010-02-11,CL=F,74.6500015258789,75.69000244140625,73.37999725341797,75.27999877929688,464441
2010-02-12,CL=F,75.30000305175781,75.3499984741211,72.66000366210938,74.12999725341797,335805
2010-02-16,CL=F,74.0199966430664,77.41999816894531,73.70999908447266,77.01000213623047,365032
2010-02-17,CL=F,77.31999969482422,77.81999969482422,76.52999877929688,77.33000183105469,283816
2010-02-18,CL=F,77.29000091552734,79.29000091552734,76.31999969482422,79.05999755859375,274169
2010-02-19,CL=F,78.37000274658203,80.0999984741211,77.76000213623047,79.80999755859375,183234
2010-02-22,CL=F,80.0999984741211,80.51000213623047,79.44999694824219,80.16000366210938,238956
2010-02-23,CL=F,80.02999877929688,80.38999938964844,78.22000122070312,78.86000061035156,316878
2010-02-24,CL=F,79.12999725341797,80.44999694824219,78.25,80.0,289321
2010-02-25,CL=F,80.30999755859375,80.31999969482422,77.05000305175781,78.16999816894531,346025
2010-02-26,CL=F,78.33000183105469,80.05000305175781,77.81999969482422,79.66000366210938,319038
2010-03-01,CL=F,79.83999633789062,80.62000274658203,78.05999755859375,78.69999694824219,298718
2010-03-02,CL=F,78.87999725341797,80.94999694824219,78.26000213623047,79.68000030517578,301698
2010-03-03,CL=F,79.63999938964844,81.2300033569336,79.44000244140625,80.87000274658203,306910
2010-03-04,CL=F,81.01000213623047,81.08999633789062,79.69999694824219,80.20999908447266,278889
2010-03-05,CL=F,80.58000183105469,82.06999969482422,80.47000122070312,81.5,299634
2010-03-08,CL=F,81.79000091552734,82.41000366210938,80.75,81.87000274658203,295351
2010-03-09,CL=F,81.75,81.91000366210938,80.16000366210938,81.48999786376953,332133
2010-03-10,CL=F,81.37999725341797,83.02999877929688,80.80999755859375,82.08999633789062,430148
2010-03-11,CL=F,81.9800033569336,82.37999725341797,81.33000183105469,82.11000061035156,279161
2010-03-12,CL=F,82.19999694824219,83.16000366210938,80.56999969482422,81.23999786376953,337201
2010-03-15,CL=F,81.12999725341797,81.30999755859375,79.12999725341797,79.80000305175781,283135
