Date,Temp. (°C),Humid. Rel (%),Vent (m/s),Pression (mbar),Ensolleillement (W/m2),watts
2018-07-01 00:00:00,18.230667,78.22933,1.4348,930.0,0.0,0.0
2018-07-01 00:15:00,18.274668,78.17733,1.141,930.0,0.0,0.0
2018-07-01 00:30:00,18.438667,77.388664,1.3756,930.0,0.0,0.0
2018-07-01 00:45:00,18.439333,77.211334,1.1777333,930.0,0.0,0.0
2018-07-01 01:00:00,18.384,77.56734,1.4094666,930.0,0.0,0.0
2018-07-01 01:15:00,18.372667,78.09133,1.3386,929.93335,0.0,0.0
2018-07-01 01:30:00,18.24,78.571335,1.0767334,929.0,0.0,0.0
2018-07-01 01:45:00,18.283335,78.51466,1.4192667,929.0,0.0,0.0
2018-07-01 02:00:00,18.718666,77.526665,1.6528,929.0,0.0,0.0
2018-07-01 02:15:00,18.925333,76.848,2.0731332,929.0,0.0,0.0
2018-07-01 02:30:00,18.636667,77.85467,1.4338666,929.0,0.0,0.0
2018-07-01 02:45:00,18.49,78.414,1.4271333,929.0,0.0,0.0
2018-07-01 03:00:00,18.372,79.10533,1.6082667,929.0,0.0,0.0
2018-07-01 03:15:00,18.486668,79.502,1.5309333,929.0,0.0,0.0
2018-07-01 03:30:00,18.713333,79.526,1.4962667,928.5333,0.0,0.0
2018-07-01 03:45:00,18.722668,79.73067,1.4735333,929.0,0.0,0.0
2018-07-01 04:00:00,18.530666,80.613335,1.8578,928.86664,0.0,0.0
2018-07-01 04:15:00,18.352667,81.19334,1.6458,929.0,0.0,0.0
2018-07-01 04:30:00,18.077333,82.00667,1.2068,929.0,0.0,0.0
2018-07-01 04:45:00,17.795334,83.09333,1.3315333,929.0,0.0,0.0
2018-07-01 05:00:00,17.722,83.92667,1.6442667,929.0,0.0,0.0
2018-07-01 05:15:00,17.646667,83.85333,1.5964,929.0,0.0,0.0
2018-07-01 05:30:00,18.000668,82.68,1.6337334,929.0,0.0,0.0
2018-07-01 05:45:00,18.14,82.23333,1.5898,929.0,0.0,0.0
2018-07-01 06:00:00,18.159332,82.45333,1.8738667,929.0,0.29013333,2.8877747
2018-07-01 06:15:00,18.072,82.68,1.9676666,929.0,4.322067,8.710268
2018-07-01 06:30:00,17.867332,83.14667,1.6550666,929.6667,20.525333,19.922615
2018-07-01 06:45:00,17.934,82.80667,1.5646,930.0,58.604,38.62068
2018-07-01 07:00:00,18.325333,81.16,1.4612,930.0,107.71333,59.49659
2018-07-01 07:15:00,18.650667,79.998665,1.8544,930.0,166.88,84.66989
2018-07-01 07:30:00,19.213333,77.947334,1.6202,930.0,230.41333,118.41553
2018-07-01 07:45:00,19.727333,75.32066,2.1740665,930.0,296.47333,151.61165
2018-07-01 08:00:00,20.186666,73.324,2.1138666,930.5333,361.85333,179.5421
2018-07-01 08:15:00,20.65,70.34267,2.2476666,931.0,427.38,207.66609
2018-07-01 08:30:00,21.134666,67.682,2.3422,931.0,491.96667,236.8974
2018-07-01 08:45:00,21.597334,64.28467,2.6047332,931.0,575.63336,158.12518
2018-07-01 09:00:00,21.480667,63.97,2.776,931.0,351.52,119.47513
2018-07-01 09:15:00,21.560667,63.534,2.8915334,931.0,306.80667,191.3308
2018-07-01 09:30:00,21.613333,63.254665,2.4623334,931.0,430.22665,380.6997
2018-07-01 09:45:00,22.523335,58.86933,3.2084668,931.0,832.16,359.4051
2018-07-01 10:00:00,22.818666,58.350666,3.3124,931.0,801.2133,255.25496
2018-07-01 10:15:00,22.828,58.000668,3.0281334,931.0,591.05334,179.57562
2018-07-01 10:30:00,22.680666,57.74,2.8499334,931.0,400.68,185.97011
2018-07-01 10:45:00,22.994,56.460667,2.6003335,931.0,382.84668,309.35626
2018-07-01 11:00:00,23.288,55.122665,2.6697333,930.86664,604.20667,169.8177
2018-07-01 11:15:00,23.599333,55.159332,2.6553333,930.0,438.58667,273.03036
2018-07-01 11:30:00,23.78,54.059334,2.6278,930.0,672.2,346.66864
2018-07-01 11:45:00,24.605333,50.377335,3.0088,930.0,788.1667,424.03107
2018-07-01 12:00:00,25.336666,47.324665,3.1347334,929.4667,857.04,505.71762
2018-07-01 12:15:00,25.383333,46.487335,3.7196667,929.0,1093.1333,490.7704
2018-07-01 12:30:00,26.428,43.00733,2.8978,929.0,1097.9333,497.66556
2018-07-01 12:45:00,26.282,42.18,3.1959333,929.0,1097.2667,512.12866
2018-07-01 13:00:00,26.428,42.422,3.3344667,928.4667,1097.7267,403.59464
2018-07-01 13:15:00,26.692,41.724667,3.0610666,928.0,929.06,153.34743
2018-07-01 13:30:00,26.444666,41.883335,2.6534667,928.0,296.54666,244.7547
2018-07-01 13:45:00,26.184668,41.504665,2.7465334,928.0,532.19336,257.46194
2018-07-01 14:00:00,26.275333,40.612,2.368,927.13336,480.2,426.2139
2018-07-01 14:15:00,26.82,40.311333,2.6843333,927.0,911.94666,132.16281
2018-07-01 14:30:00,26.800667,39.771336,3.1346667,927.0,313.20667,357.72903
2018-07-01 14:45:00,27.208666,38.6,2.928,927.0,729.06,220.95222
2018-07-01 15:00:00,26.86,39.12533,3.2688,926.73334,411.04,330.84723
2018-07-01 15:15:00,27.217333,37.307335,3.1098666,926.06665,723.78,327.62317
2018-07-01 15:30:00,27.306,36.86,3.2171333,926.26666,691.2267,107.99506
2018-07-01 15:45:00,26.996,36.592,2.9483333,926.0,276.55334,200.90445
2018-07-01 16:00:00,26.910667,37.332,2.2954667,926.0,404.04666,166.75044
2018-07-01 16:15:00,26.894,37.87467,3.6317334,926.0,347.88,105.17998
2018-07-01 16:30:00,26.55,37.79067,2.1958666,926.0,224.994,109.268326
2018-07-01 16:45:00,26.498667,37.61667,2.1794667,926.0,239.34,83.76279
2018-07-01 17:00:00,26.375334,37.104,2.7786667,926.2,208.10666,33.118633
2018-07-01 17:15:00,26.044666,37.974667,2.6968668,927.0,132.30667,9.294715
2018-07-01 17:30:00,25.753334,37.603333,2.3455334,927.0,47.15333,6.748709
2018-07-01 17:45:00,25.304,40.13933,1.8542,927.0,4.5689335,0.0
2018-07-01 18:00:00,24.796667,42.246,1.8371334,927.0,0.28226668,0.0
2018-07-01 18:15:00,24.384,43.609333,2.0411334,927.0,0.0,0.0
2018-07-01 18:30:00,24.002,45.404667,2.5131333,927.06665,0.0,0.0
2018-07-01 18:45:00,23.566666,45.502,2.3739333,928.0,0.0,0.0
2018-07-01 19:00:00,23.244667,45.62467,2.0849333,928.0,0.0,0.0
2018-07-01 19:15:00,22.894667,46.358665,2.1288667,928.0,0.0,0.0
2018-07-01 19:30:00,22.583334,46.810665,2.1441333,928.0,0.0,0.0
2018-07-01 19:45:00,22.254,47.456,2.3668,928.0,0.0,0.0
2018-07-01 20:00:00,22.230667,48.572,3.0228667,928.93335,0.0,0.0
2018-07-01 20:15:00,21.926666,49.933334,2.8107333,929.0,0.0,0.0
2018-07-01 20:30:00,21.671333,51.148,2.8826666,929.0,0.0,0.0
2018-07-01 20:45:00,21.500668,52.665333,2.8118,929.0,0.0,0.0
2018-07-01 21:00:00,21.33,53.735332,3.0664666,929.0,0.0,0.0
2018-07-01 21:15:00,20.942,55.006,2.7334666,929.0,0.0,0.0
2018-07-01 21:30:00,20.574667,56.003334,2.7362666,929.06665,0.0,0.0
2018-07-01 21:45:00,20.193333,57.338,2.4847999,929.93335,0.0,0.0
2018-07-01 22:00:00,19.994,58.411335,2.5462668,930.0,0.0,0.0
2018-07-01 22:15:00,19.885334,59.768665,2.3828666,930.0,0.0,0.0
2018-07-01 22:30:00,19.758667,61.631332,2.1120667,930.0,0.0,0.0
2018-07-01 22:45:00,19.577333,62.937332,2.0731332,930.0,0.0,0.0
2018-07-01 23:00:00,19.342667,64.052666,1.5210667,930.0,0.0,0.0
2018-07-01 23:15:00,19.133333,65.498,2.014,930.0,0.0,0.0
2018-07-01 23:30:00,18.960667,66.60133,2.1665332,930.0,0.0,0.0
2018-07-01 23:45:00,18.704,68.99133,2.5867333,930.0,0.0,0.0
2018-07-02 00:00:00,18.47,71.52133,2.2139332,930.0,0.0,0.0
2018-07-02 00:15:00,18.316,75.498,2.509,930.0,0.0,0.0
2018-07-02 00:30:00,18.058666,77.738,2.0179334,930.0,0.0,0.0
2018-07-02 00:45:00,17.643333,79.092,1.672,930.0,0.0,0.0
2018-07-02 01:00:00,17.454666,80.582664,1.9399333,930.0,0.0,0.0
2018-07-02 01:15:00,17.295334,82.36667,1.9859333,930.0,0.0,0.0
2018-07-02 01:30:00,17.189333,83.473335,1.8249334,930.0,0.0,0.0
2018-07-02 01:45:00,17.182001,84.22667,1.8923334,930.0,0.0,0.0
2018-07-02 02:00:00,17.168,84.58,1.8363333,929.13336,0.0,0.0
2018-07-02 02:15:00,17.063334,85.05333,1.6304,929.0,0.0,0.0
2018-07-02 02:30:00,16.866,85.86667,1.5404667,929.0,0.0,0.0
2018-07-02 02:45:00,16.647333,86.56,1.4789333,929.0,0.0,0.0
2018-07-02 03:00:00,16.463999,87.13333,1.7316667,929.0,0.0,0.0
2018-07-02 03:15:00,16.312,87.26666,1.5984,929.0,0.0,0.0
2018-07-02 03:30:00,16.156666,87.64,1.6684,929.0,0.0,0.0
2018-07-02 03:45:00,16.06,88.09333,1.8550667,929.0,0.0,0.0
2018-07-02 04:00:00,16.185999,87.95333,1.6937333,929.0,0.0,0.0
2018-07-02 04:15:00,16.204666,87.64,1.9586,929.0,0.0,0.0
2018-07-02 04:30:00,16.237999,87.69334,1.8442,929.0,0.0,0.0
2018-07-02 04:45:00,16.210667,87.39333,1.7484,929.0,0.0,0.0
2018-07-02 05:00:00,16.268667,86.433334,1.7666,929.0,0.0,0.0
2018-07-02 05:15:00,16.302666,86.28,2.0357332,929.0,0.0,0.0
2018-07-02 05:30:00,16.280666,86.5,1.7468,929.0,0.0,0.0
2018-07-02 05:45:00,16.159334,86.706665,1.9006667,929.0,0.0,0.0
2018-07-02 06:00:00,16.094667,86.72,1.7712,929.0,0.31113335,0.0
2018-07-02 06:15:00,16.027334,86.72667,1.5219333,929.5333,4.6931334,7.5010076
2018-07-02 06:30:00,16.090666,85.96,1.8929334,930.0,20.632,20.6432
2018-07-02 06:45:00,16.459333,84.346664,1.7629334,930.0,59.144,43.283894
2018-07-02 07:00:00,17.009333,82.513336,1.9158667,930.0,108.8,65.799965
2018-07-02 07:15:00,17.726,80.169334,2.2578666,930.0,169.62,87.315056
2018-07-02 07:30:00,18.408667,77.70734,2.1011333,930.0,232.67334,120.427536
2018-07-02 07:45:00,19.054667,75.41534,2.3972,930.93335,298.68668,152.74472
2018-07-02 08:00:00,19.547333,73.10333,3.1215334,930.6,364.83334,181.98628
2018-07-02 08:15:00,19.993334,70.99267,3.3610666,931.0,429.76,209.56757
2018-07-02 08:30:00,20.622,68.43467,2.9128,931.0,493.98666,235.41621
2018-07-02 08:45:00,21.220667,66.14467,2.3633332,931.0,555.84,260.09103
2018-07-02 09:00:00,21.742666,64.017334,2.6500666,931.0,613.66,290.5644
2018-07-02 09:15:00,22.052668,62.509335,2.7850666,931.0,667.6067,334.5135
2018-07-02 09:30:00,22.450666,61.236668,2.9014,931.0,718.83997,358.81442
2018-07-02 09:45:00,22.893333,58.943333,3.0006666,931.0,766.82666,378.12253
2018-07-02 10:00:00,23.536667,57.225334,2.7202,931.0,810.88,395.20758
2018-07-02 10:15:00,23.784666,55.768665,2.5754,931.0,854.06665,352.91473
2018-07-02 10:30:00,24.358667,53.09,2.4639335,931.0,760.42,458.17703
2018-07-02 10:45:00,24.603333,51.50733,2.9102666,931.0,886.3,319.93292
2018-07-02 11:00:00,24.915333,49.861332,2.9461334,930.86664,706.4067,417.5588
2018-07-02 11:15:00,25.487333,48.158665,2.9214,930.0,885.06665,390.15842
2018-07-02 11:30:00,25.736668,47.073334,2.6456,930.0,859.78,321.97104
2018-07-02 11:45:00,25.768667,47.297333,2.4491334,930.0,685.0933,480.35538
2018-07-02 12:00:00,26.068,45.660667,2.7642667,930.0,967.20667,477.02948
2018-07-02 12:15:00,26.640667,44.015335,2.8081334,929.93335,1061.58,465.7909
2018-07-02 12:30:00,26.907333,42.318665,2.6438668,929.0,941.88666,483.16135
2018-07-02 12:45:00,27.118666,41.350666,3.1135333,929.0,1018.4667,412.31268
2018-07-02 13:00:00,27.078,41.051334,2.8098667,929.0,912.56,476.0781
2018-07-02 13:15:00,27.713333,39.166,2.9341333,928.6667,1056.1333,445.85065
2018-07-02 13:30:00,27.868666,37.486,3.2828667,928.0,976.17334,324.92975
2018-07-02 13:45:00,27.694,36.829334,2.9842,928.0,772.32,278.44238
2018-07-02 14:00:00,27.414667,39.372,3.3608,928.0,618.34,464.63715
2018-07-02 14:15:00,27.934668,37.416668,3.2042,927.73334,937.1,312.85364
2018-07-02 14:30:00,27.975332,34.632,2.7621999,927.0,644.93335,374.44022
2018-07-02 14:45:00,28.463333,32.911335,2.7000666,927.0,804.30664,231.25786
2018-07-02 15:00:00,28.141333,34.733334,3.3708,927.0,528.79333,318.26862
2018-07-02 15:15:00,27.930666,34.472668,2.6614666,927.0,644.18665,309.50098
2018-07-02 15:30:00,28.196667,34.676666,3.3024666,927.0,665.06665,288.7135
2018-07-02 15:45:00,28.145334,34.36,2.8089333,927.0,617.88,256.7102
2018-07-02 16:00:00,28.136667,34.050667,3.0885334,927.0,546.5733,213.38188
2018-07-02 16:15:00,27.898666,34.273335,3.3674,927.0,455.87332,171.07597
2018-07-02 16:30:00,27.627333,33.954666,2.3323333,927.0,368.10666,104.094574
2018-07-02 16:45:00,27.532,34.73,2.1209333,927.0,234.31334,53.820335
2018-07-02 17:00:00,27.272001,36.315998,2.6708667,927.0,147.47,32.93639
2018-07-02 17:15:00,27.094,36.408,2.9093335,927.0,134.22,9.515817
2018-07-02 17:30:00,26.719334,38.225998,2.5354667,927.0,53.716,5.7942915
2018-07-02 17:45:00,26.371334,38.994,2.2541332,927.6,4.7743335,0.0
2018-07-02 18:00:00,25.973333,39.63067,1.921,927.26666,0.27926666,0.0
2018-07-02 18:15:00,25.616,40.669334,1.8262,927.93335,0.0,0.0
2018-07-02 18:30:00,25.274,41.565998,2.1157334,928.0,0.0,0.0
2018-07-02 18:45:00,24.798666,41.890667,1.6764,928.0,0.0,0.0
2018-07-02 19:00:00,24.426,43.501335,1.9022,928.0,0.0,0.0
2018-07-02 19:15:00,24.033333,47.702667,2.1985333,928.0,0.0,0.0
2018-07-02 19:30:00,23.722,50.002,2.4428666,928.0,0.0,0.0
2018-07-02 19:45:00,23.358,52.101334,2.3312001,928.0,0.0,0.0
2018-07-02 20:00:00,23.117332,54.232,2.7786,928.6667,0.0,0.0
2018-07-02 20:15:00,22.846,56.45933,2.7886,929.0,0.0,0.0
2018-07-02 20:30:00,22.607334,58.281334,2.7841332,929.0,0.0,0.0
2018-07-02 20:45:00,22.297333,59.24867,2.6882668,929.0,0.0,0.0
2018-07-02 21:00:00,21.968,60.652,2.6171334,929.0,0.0,0.0
2018-07-02 21:15:00,21.724667,61.961334,2.7254667,929.0,0.0,0.0
2018-07-02 21:30:00,21.395334,63.332664,2.4921334,929.2,0.0,0.0
2018-07-02 21:45:00,21.124666,64.807335,1.7964667,929.93335,0.0,0.0
2018-07-02 22:00:00,20.733334,66.202,1.9916,930.0,0.0,0.0
2018-07-02 22:15:00,20.677334,67.718,2.4406,930.0,0.0,0.0
2018-07-02 22:30:00,20.656,69.85667,2.7256,930.0,0.0,0.0
2018-07-02 22:45:00,20.33,71.15,1.9206,930.0,0.0,0.0
2018-07-02 23:00:00,20.008667,71.641335,1.7722666,930.0,0.0,0.0
2018-07-02 23:15:00,19.898,72.30067,2.4468,930.0,0.0,0.0
2018-07-02 23:30:00,19.902,73.25066,2.2006001,930.0,0.0,0.0
2018-07-02 23:45:00,19.636667,74.664665,2.2698,930.0,0.0,0.0
2018-07-03 00:00:00,19.476667,76.544,2.2130666,930.0,0.0,0.0
2018-07-03 00:15:00,19.285334,78.016,1.6686667,930.0,0.0,0.0
2018-07-03 00:30:00,19.091333,78.92734,1.6316667,929.3333,0.0,0.0
2018-07-03 00:45:00,19.105333,79.155334,2.8089333,929.0,0.0,0.0
2018-07-03 01:00:00,19.076,79.590004,3.0343332,929.0,0.0,0.0
2018-07-03 01:15:00,18.924,80.22867,3.7996666,929.0,0.0,0.0
2018-07-03 01:30:00,18.752666,80.87334,3.1558666,929.0,0.0,0.0
2018-07-03 01:45:00,18.65,80.793335,2.9945333,929.0,0.0,0.0
2018-07-03 02:00:00,18.500668,81.13333,2.1830666,929.0,0.0,0.0
2018-07-03 02:15:00,18.08,82.340004,1.6328,929.0,0.0,0.0
2018-07-03 02:30:00,17.680666,83.87334,1.8703333,929.0,0.0,0.0
2018-07-03 02:45:00,17.473999,84.42,1.679,929.0,0.0,0.0
2018-07-03 03:00:00,17.326668,84.96,1.5066667,929.0,0.0,0.0
2018-07-03 03:15:00,17.377333,84.90667,2.2000666,929.0,0.0,0.0
2018-07-03 03:30:00,17.128666,85.73334,2.2959332,929.0,0.0,0.0
2018-07-03 03:45:00,16.863333,86.45333,2.6251333,929.0,0.0,0.0
2018-07-03 04:00:00,16.666666,87.14,2.5879333,929.0,0.0,0.0
2018-07-03 04:15:00,16.49,87.76666,2.7602,929.0,0.0,0.0
2018-07-03 04:30:00,16.313334,87.95333,2.5177999,929.0,0.0,0.0
2018-07-03 04:45:00,16.147333,88.55333,2.3207333,929.0,0.0,0.0
2018-07-03 05:00:00,16.058666,88.96,1.9748667,929.0,0.0,0.0
2018-07-03 05:15:00,15.911333,89.206665,1.0373334,929.8,0.0,0.0
2018-07-03 05:30:00,15.573999,89.64,0.1834,930.0,0.0,0.0
2018-07-03 05:45:00,15.340667,90.78667,1.0479333,930.0,0.0,0.0
2018-07-03 06:00:00,15.475333,90.85333,1.8343333,930.0,0.30373335,1.8540456
2018-07-03 06:15:00,15.401333,91.26667,1.5911334,931.0,4.5700665,8.579153
2018-07-03 06:30:00,15.262667,91.246666,1.5173334,931.0,19.647333,20.31356
2018-07-03 06:45:00,15.544666,90.38,1.4323334,931.0,58.584,40.606567
2018-07-03 07:00:00,16.154,87.92667,1.7888666,931.0,106.84,67.55135
2018-07-03 07:15:00,16.988,84.833336,2.3554,931.0,167.38,92.601364
2018-07-03 07:30:00,17.836666,81.69334,2.0585332,931.0,231.56,120.92636
2018-07-03 07:45:00,18.565332,79.13,2.3730667,931.0,297.27335,150.86336
2018-07-03 08:00:00,19.014,77.31267,2.8196666,931.86664,362.29333,179.5783
2018-07-03 08:15:00,19.964,73.79,2.1959333,932.0,427.30667,207.38638
2018-07-03 08:30:00,20.599333,71.09866,2.6048667,932.0,490.08667,234.49564
2018-07-03 08:45:00,21.305334,67.706665,2.4711332,932.0,550.9,258.6599
2018-07-03 09:00:00,21.984,64.683334,2.3446667,932.0,609.01337,288.2914
2018-07-03 09:15:00,22.440666,62.12,2.9057333,932.0,663.55334,334.9195
2018-07-03 09:30:00,22.806,60.996,3.0868666,932.0,712.88666,347.2167
2018-07-03 09:45:00,23.397333,58.63,2.6148,932.0,719.9533,359.5109
2018-07-03 10:00:00,23.61,58.13933,2.7841332,932.0,766.8933,391.87497
2018-07-03 10:15:00,23.820667,57.858665,2.8896666,932.0,870.86664,362.23544
2018-07-03 10:30:00,23.697332,57.579334,3.0744,932.0,801.7867,358.75815
2018-07-03 10:45:00,24.279333,54.79933,2.7256,932.0,814.5133,461.0754
2018-07-03 11:00:00,24.89,52.356,3.1623333,931.06665,906.67334,484.43268
2018-07-03 11:15:00,25.258,50.312,3.4392667,931.0,1119.6,259.91013
2018-07-03 11:30:00,25.035334,49.134666,3.1426666,931.0,477.31332,521.81775
2018-07-03 11:45:00,25.878,46.713333,3.2218666,931.0,1125.0667,515.34955
2018-07-03 12:00:00,26.366001,42.786,2.2964,930.86664,1147.8,425.51443
2018-07-03 12:15:00,26.718666,42.918,3.2226,930.0,1015.8467,216.12822
2018-07-03 12:30:00,26.056,43.132,2.4589334,930.0,452.56,431.35748
2018-07-03 12:45:00,26.628,42.005333,2.7784667,930.0,880.69336,370.3358
2018-07-03 13:00:00,26.706667,40.869335,2.4832666,929.4,836.86,401.01248
2018-07-03 13:15:00,27.19,37.488,2.6266665,929.0,902.62,470.16064
2018-07-03 13:30:00,27.69,35.796665,2.4668667,929.0,1035.2667,386.43994
2018-07-03 13:45:00,28.031334,35.463333,2.8202667,929.0,876.4733,133.81049
2018-07-03 14:00:00,27.500668,37.109333,2.5274668,928.6667,332.44,453.77707
2018-07-03 14:15:00,27.712,37.744667,2.8417335,928.0,973.13336,201.95366
2018-07-03 14:30:00,27.796,37.922,2.6746001,928.0,473.98,149.03024
2018-07-03 14:45:00,27.21,39.918,3.0384667,928.0,317.68,362.79022
2018-07-03 15:00:00,27.686,38.95933,2.9198,928.0,779.56,201.43106
2018-07-03 15:15:00,27.648,38.662,2.9178,928.0,444.58667,307.28192
2018-07-03 15:30:00,27.584,39.86067,3.2226667,928.0,646.0933,193.45335
2018-07-03 15:45:00,27.718,39.18133,2.6783333,928.0,423.91333,147.57816
2018-07-03 16:00:00,27.313334,38.472668,2.7793999,928.0,354.53333,169.06596
2018-07-03 16:15:00,27.587334,38.112,2.4810667,928.0,370.04666,98.321846
2018-07-03 16:30:00,27.088667,40.561333,2.9421334,928.0,198.48666,99.560005
2018-07-03 16:45:00,26.780666,41.055332,2.8312,928.0,221.76666,71.03402
2018-07-03 17:00:00,26.594,41.538666,2.7189333,928.0,180.69867,23.036448
2018-07-03 17:15:00,26.27,41.71,2.3420668,928.0,92.29467,8.482673
2018-07-03 17:30:00,26.01,41.4,2.3758667,928.0,33.248665,5.5842466
2018-07-03 17:45:00,25.688,42.995335,2.3669333,928.0,4.5837336,0.0
2018-07-03 18:00:00,25.269333,43.836,2.1626668,928.0,0.29266667,0.0
2018-07-03 18:15:00,24.925333,44.086,1.9027333,928.0,0.0,0.0
2018-07-03 18:30:00,24.656668,44.006,2.3583333,928.0,0.0,0.0
2018-07-03 18:45:00,24.398666,44.268665,2.2187333,928.0,0.0,0.0
2018-07-03 19:00:00,24.028667,45.4,2.0302668,928.0,0.0,0.0
2018-07-03 19:15:00,23.688667,46.818,1.8135333,928.06665,0.0,0.0
2018-07-03 19:30:00,23.242666,48.213333,2.0056,928.0,0.0,0.0
2018-07-03 19:45:00,23.042667,49.200665,1.9110667,928.73334,0.0,0.0
2018-07-03 20:00:00,22.610666,50.51,1.0609334,929.0,0.0,0.0
2018-07-03 20:15:00,22.34,51.397335,1.2702667,929.0,0.0,0.0
2018-07-03 20:30:00,22.298,51.674667,1.7270666,929.0,0.0,0.0
2018-07-03 20:45:00,22.134,52.356,1.9928666,929.0,0.0,0.0
2018-07-03 21:00:00,21.83,53.57,1.5092,929.0,0.0,0.0
2018-07-03 21:15:00,21.618668,54.65,1.7455333,929.0,0.0,0.0
2018-07-03 21:30:00,21.376,55.825333,1.1142666,929.0,0.0,0.0
2018-07-03 21:45:00,21.12,57.166668,1.5677333,929.93335,0.0,0.0
2018-07-03 22:00:00,20.744667,58.751335,1.206,930.0,0.0,0.0
2018-07-03 22:15:00,20.502666,60.924,1.5576,930.0,0.0,0.0
2018-07-03 22:30:00,20.218,62.471333,1.1056,930.0,0.0,0.0
2018-07-03 22:45:00,19.954666,64.29266,1.1041334,930.0,0.0,0.0
2018-07-03 23:00:00,19.675333,65.804,1.2422,930.0,0.0,0.0
2018-07-03 23:15:00,19.210667,68.33134,1.0455333,930.0,0.0,0.0
2018-07-03 23:30:00,19.17,69.34267,1.3614,930.0,0.0,0.0
2018-07-03 23:45:00,18.95,70.026665,1.7478666,930.0,0.0,0.0
2018-07-04 00:00:00,18.864,72.17934,1.3864,930.0,0.0,0.0
2018-07-04 00:15:00,18.621334,73.58867,1.3200667,930.0,0.0,0.0
2018-07-04 00:30:00,18.243334,72.98333,1.3149333,930.0,0.0,0.0
2018-07-04 00:45:00,18.092,75.15,1.2075334,930.0,0.0,0.0
2018-07-04 01:00:00,17.928,77.048,1.2356666,930.0,0.0,0.0
2018-07-04 01:15:00,17.772667,79.06133,1.3454,930.0,0.0,0.0
2018-07-04 01:30:00,17.584667,81.54,1.4991333,930.0,0.0,0.0
2018-07-04 01:45:00,17.505333,82.87334,1.7644666,930.0,0.0,0.0
2018-07-04 02:00:00,17.414,83.566666,1.6408,930.0,0.0,0.0
2018-07-04 02:15:00,17.264666,84.05334,1.4498,930.0,0.0,0.0
2018-07-04 02:30:00,17.048,85.08,1.0863333,930.0,0.0,0.0
2018-07-04 02:45:00,17.053999,85.10667,1.1602666,929.86664,0.0,0.0
2018-07-04 03:00:00,16.930666,85.00667,1.3738667,929.0,0.0,0.0
2018-07-04 03:15:00,16.876001,84.62666,1.4614667,929.0,0.0,0.0
2018-07-04 03:30:00,16.852667,84.293335,1.9400667,929.06665,0.0,0.0
2018-07-04 03:45:00,17.006666,82.99333,1.8982,930.0,0.0,0.0
2018-07-04 04:00:00,17.177334,82.30666,2.0866666,930.0,0.0,0.0
2018-07-04 04:15:00,17.34,81.613335,1.9122,930.0,0.0,0.0
2018-07-04 04:30:00,17.277334,81.7,1.5463333,930.0,0.0,0.0
2018-07-04 04:45:00,17.29,81.73333,1.4286,930.0,0.0,0.0
2018-07-04 05:00:00,17.244,81.82667,1.5775334,930.0,0.0,0.0
2018-07-04 05:15:00,17.098667,82.153336,1.4849334,930.0,0.0,0.0
2018-07-04 05:30:00,17.102667,82.066666,1.3901334,930.0,0.0,0.0
2018-07-04 05:45:00,17.281334,81.06,1.7926,930.0,0.0,0.0
2018-07-04 06:00:00,16.947334,82.12,1.7088667,930.0,0.27393335,1.959534
2018-07-04 06:15:00,16.803333,82.386665,1.6010667,930.0,4.3595333,8.321873
2018-07-04 06:30:00,16.676666,82.17333,1.5351334,930.0,17.922667,12.792124
2018-07-04 06:45:00,16.638,82.06,1.3658667,930.0,24.734667,32.232887
2018-07-04 07:00:00,16.792,81.68,1.3436667,930.0,76.99133,62.432873
2018-07-04 07:15:00,17.757334,78.388664,2.1266,930.0,164.22,88.98738
2018-07-04 07:30:00,18.510666,75.194664,2.2461333,930.2,228.40666,47.971226
2018-07-04 07:45:00,18.764,74.77333,2.3376,931.0,137.25067,44.381355
2018-07-04 08:00:00,18.939333,74.708664,2.4583333,931.0,106.84067,58.451393
2018-07-04 08:15:00,19.250668,73.496,1.951,931.0,127.06,150.41245
2018-07-04 08:30:00,20.148666,70.05933,2.6342666,931.0,314.38666,179.60643
2018-07-04 08:45:00,20.803333,67.926,2.5344,931.0,360.85333,179.66673
2018-07-04 09:00:00,20.946667,65.781334,3.757,931.0,371.60666,191.44135
2018-07-04 09:15:00,21.253334,63.506,3.3886666,931.2,394.28668,336.20187
2018-07-04 09:30:00,21.944,60.661335,4.0978665,932.0,717.24,377.2904
2018-07-04 09:45:00,22.629333,57.018665,3.6193333,932.0,755.6,332.67297
2018-07-04 10:00:00,23.058666,54.378,3.1276667,931.4667,674.32,407.42438
2018-07-04 10:15:00,23.488667,52.144,3.4453332,931.8,816.4733,401.9049
2018-07-04 10:30:00,23.815334,50.674,3.638,932.0,894.88,432.34442
2018-07-04 10:45:00,24.392,47.404667,4.2310667,931.4667,931.4667,443.15424
2018-07-04 11:00:00,24.707333,45.882,3.3576,931.0,939.82666,407.4455
2018-07-04 11:15:00,25.066668,43.383335,3.679,931.0,884.5933,463.78088
2018-07-04 11:30:00,25.516,41.04067,3.4436667,931.0,1003.06665,369.2383
2018-07-04 11:45:00,25.561333,39.772667,3.8032668,930.93335,852.62665,424.0873
2018-07-04 12:00:00,26.096,37.366665,3.8146,930.0,956.43335,328.70053
2018-07-04 12:15:00,26.143333,35.998665,3.8785334,930.0,756.6667,261.8116
2018-07-04 12:30:00,25.834,34.688667,3.9016666,930.0,540.06,500.62094
